Year,Make,Model,Condition,Price,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2023,Honda,HR-V Sport,New,"$28,790 ",H30002,5,4,5,4,5,5,5,IL,Dealer
2017,Honda,Civic Sport,Used,"$14,951 ",20946B,144945,4.7,4.7,4.8,4.8,4.8,4.8,IL,Dealer
2022,Honda,Passport EX-L,Used,"$36,295 ",HP3082,9508,5,5,4.9,5,4.9,5,IL,Dealer
2023,Honda,HR-V Sport,New,"$28,645 ",P2032,1,4,5,4,5,5,5,IL,Dealer
2023,Honda,Civic Sport,New,"$26,600 ",PH517694,8,,,,,,,IL,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",23069,2,5,3,4,4,5,5,IL,Dealer
2023,Honda,Civic Sport,New,"$25,245 ",H514183,7,,,,,,,IL,Dealer
2023,Honda,CR-V EX,New,"$34,800 ",PE005451,4,5,5,5,4,4,5,TN,Dealer
2020,Honda,Accord LX 1.5T,Used,"$24,469 ",A20636A,22334,4.8,4.8,4.8,4.8,4.9,4.9,IN,Dealer
2022,Honda,Pilot Sport,New,"$41,355 ",H221706,5,5,5,5,5,5,5,AL,Dealer
2022,Honda,Pilot Touring 7-Passenger,New,"$46,465 ",H221738,113,5,5,5,5,5,5,AL,Dealer
2022,Honda,Pilot Special Edition,New,"$44,205 ",H221732,2,5,5,5,5,5,5,AL,Dealer
2022,Honda,Passport TrailSport,Used,"$39,887 ",2P5619,6585,5,5,4.9,5,4.9,5,IN,Dealer
2023,Honda,Pilot EX-L 8-Passenger,New,"$46,135 ",PB002773,–,,,,,,,KY,Dealer
2023,Honda,CR-V EX,New,"$32,888 ",FJ0120,3,5,5,5,4,4,5,KY,Dealer
2014,Honda,Ridgeline SE,Used,"$18,995 ",EB007501P,113709,4.8,4.5,4.6,4.6,4.6,4.8,KY,Dealer
2005,Honda,Accord LX,Used,"$3,999 ",5A195791STK,192210,4.4,4.4,4.5,4.6,4.4,4.7,OH,Dealer
2015,Honda,Civic Hybrid Base,Used,"$12,990 ",1033,116388,4.8,4.8,5,5,5,5,AL,Dealer
2021,Honda,Passport EX-L,Used,"$31,450 ",188P,40413,4.9,4.7,4.8,4.6,4.8,4.8,KY,Dealer
2022,Honda,Passport Elite,Used,"$41,900 ",NB005154,6508,5,5,4.9,5,4.9,5,OH,Dealer
2021,Honda,Passport Elite,Used,"$41,998 ",23704414,16535,4.9,4.7,4.8,4.6,4.8,4.8,OH,Dealer
2020,Honda,Passport Touring,Used,"$33,000 ",PLB006014,20363,4.9,4.8,4.8,4.6,4.8,4.8,OH,Dealer
2001,Honda,Prelude,Used,"$12,995 ",BL-000612,68547,4.3,4.2,4.6,4.7,4.8,4.8,NC,Dealer
2022,Honda,CR-V Touring,New,"$37,845 ",22044367,14,4.9,4.8,4.7,4.8,4.7,4.9,SC,Dealer
2022,Honda,CR-V Touring,New,"$37,845 ",,,,,,,,,,
2023,Honda,Pilot EX-L 7-Passenger,New,"$48,145 ",PB004954,5,,,,,,,FL,Dealer
2020,Honda,Odyssey Elite,Used,"$38,826 ",T012171,44420,4.8,4.8,4.7,4.6,4.7,4.7,FL,Dealer
2020,Honda,Odyssey EX-L w/Navigation/RES,Used,"$33,250 ",B040095T,30430,4.8,4.8,4.7,4.6,4.7,4.7,FL,Dealer
2019,Honda,Odyssey EX-L w/Navigation/RES,Used,"$28,873 ",DPL6635Q,61021,4.8,4.6,4.5,4.3,4.7,4.5,FL,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",NA048180,3,4.9,5,5,4.9,4.9,5,FL,Dealer
2020,Honda,Odyssey Elite,Used,"$39,399 ",O378315,25482,4.8,4.8,4.7,4.6,4.7,4.7,FL,Dealer
2018,Honda,Clarity Plug-In Hybrid Touring,Used,"$23,495 ",VC21498,45515,4.8,4.7,4.6,4.6,4.4,4.7,NY,Dealer
2021,Honda,Civic Type R Touring,Used,"$41,209 ",P1440A,33846,5,4.8,5,4.8,4.8,5,NY,Dealer
2020,Honda,Pilot EX,Honda Certified,"$30,485 ",H230059A,34313,4.6,4.5,4.2,4.1,4.5,4.1,VA,Dealer
2015,Honda,Civic EX-L,Used,"$8,500 ",PAT20601,194591,4.6,4.6,4.6,4.7,4.6,4.8,MD,Dealer
2006,Honda,S2000 Base (M6),Used,"$31,999 ",P21326A,49519,4,4.5,4.7,4.6,4.8,4.8,PA,Dealer
2020,Honda,Odyssey EX-L w/Navigation/RES,Used,"$32,000 ",DXHO268B,67367,4.8,4.8,4.7,4.6,4.7,4.7,MD,Dealer
2023,Honda,Odyssey Sport,New,"$40,323 ",23I086,3,5,5,4,4,4,5,NY,Dealer
2021,Honda,Civic Sport,Used,"$26,829 ",A220841,11401,4.6,4.7,4.7,4.6,4.8,4.6,MD,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",NB099971,5,5,5,5,5,5,5,MD,Dealer
2023,Honda,CR-V EX,New,"$34,250 ",230379,16,5,5,5,4,4,5,FL,Dealer
2023,Honda,Civic Si Base,New,"$30,050 ",N472036,12,,,,,,,FL,Dealer
2022,Honda,Pilot Special Edition,New,"$44,600 ",H22395,4,5,5,5,5,5,5,MD,Dealer
2009,Honda,Civic EX,Used,"$9,500 ",5542,93569,4.2,4.4,4.3,4.5,4.4,4.7,VA,Dealer
2023,Honda,Ridgeline RTL,New,"$43,580 ",H30222,5,5,4.8,4.8,4.2,5,5,PA,Dealer
2023,Honda,HR-V Sport,New,"$29,040 ",PM725766,3,4,5,4,5,5,5,PA,Dealer
2020,Honda,Pilot EX-L,Used,"$32,995 ",F31041A,55486,4.6,4.5,4.2,4.1,4.5,4.1,AK,Dealer
2023,Honda,Ridgeline RTL-E,New,"$48,005 ",PB013705,6,5,4.8,4.8,4.2,5,5,NJ,Dealer
2012,Honda,Odyssey EX-L,Used,"$13,481 ",L065039T,93807,4.7,4.6,4.6,4.4,4.5,4.7,NJ,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",222552,–,5,5,5,5,5,5,NY,Dealer
2018,Honda,Civic LX,Used,"$18,999 ",5222,51561,4.7,4.7,4.8,4.8,4.9,4.8,CT,Dealer
2023,Honda,Passport TrailSport,New,"$44,395 ",H003900,0,,,,,,,ME,Dealer
2020,Honda,Odyssey EX-L,Honda Certified,"$34,888 ",320155,34237,4.8,4.8,4.7,4.6,4.7,4.7,CA,Dealer
2023,Honda,CR-V EX-L,New,"$35,400 ",23H080,4,5,5,5,4,4,5,CA,Dealer
2012,Honda,CR-V EX,Used,"$10,917 ",CC013143,143674,4.5,4.5,4.4,4.6,4.5,4.7,CA,Dealer
2012,Honda,Odyssey LX,Used,"$15,990 ",2002081186,100000,4.7,4.6,4.6,4.4,4.5,4.7,,
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",1222171A,3,4.9,5,5,4.9,4.9,5,CA,Dealer
2023,Honda,CR-V EX-L,New,"$36,900 ",5700085,–,5,5,5,4,4,5,CA,Dealer
2023,Honda,Pilot EX-L 8-Passenger,New,"$43,750 ",2901117,–,,,,,,,CA,Dealer
2022,Honda,Passport EX-L,New,"$42,123 ",78669,5,5,5,4.9,5,4.9,5,NV,Dealer
2022,Honda,Passport EX-L,New,"$43,665 ",78670,4,5,5,4.9,5,4.9,5,NV,Dealer
2015,Honda,Civic Si,Used,"$20,995 ",A703243,81868,4.6,4.6,4.6,4.7,4.6,4.8,AZ,Dealer
2017,Honda,Ridgeline Sport,Used,"$23,987 ",PC13336A,85259,4.8,4.7,4.7,4.4,4.7,4.7,OR,Dealer
2020,Honda,Accord LX 1.5T,Used,"$22,998 ",6077,91410,4.8,4.8,4.8,4.8,4.9,4.9,CO,Dealer
2010,Honda,Insight EX,Used,"$11,995 ",C4348,83602,4.1,4.3,4.1,4.5,4.5,4.7,CO,Dealer
2020,Honda,HR-V LX,Used,"$24,998 ",23400266,21593,4.7,4.8,4.7,4.8,4.8,4.7,CO,Dealer
2022,Honda,HR-V Sport,New,"$26,940 ",23360,3000,3.8,3.2,3.6,3.6,4.2,4.2,CO,Dealer
2023,Honda,CR-V EX-L,New,"$36,900 ",PH406374,6,5,5,5,4,4,5,WA,Dealer
2020,Honda,Civic LX,Used,"$21,950 ",29239A,45006,4.8,4.8,4.9,4.8,4.9,4.9,TX,Dealer
2021,Honda,Civic Type R Touring,Used,"$41,200 ",MU204522,9945,5,4.8,5,4.8,4.8,5,TX,Dealer
2023,Honda,CR-V EX-L,New,"$36,505 ",1959,2,5,5,5,4,4,5,KS,Dealer
2017,Honda,Accord EX,Used,"$20,995 ",SPC3684D,46731,4.8,4.8,4.8,4.8,4.8,4.9,SD,Dealer
2007,Honda,Odyssey EX,Used,"$9,999 ",B6196,100078,4.6,4.6,4.3,4.3,4.3,4.4,KS,Dealer
2017,Honda,Civic Si,Used,"$21,888 ",JB4541,58740,4.7,4.7,4.8,4.8,4.8,4.8,OK,Dealer
2023,Honda,Pilot Elite,New,"$56,370 ",H3006243,0,,,,,,,TX,Dealer
2022,Honda,Pilot TrailSport,New,Not Priced,NB090607,10,5,5,5,5,5,5,TX,Dealer
2023,Honda,CR-V EX-L,New,"$36,010 ",PH302526,4,5,5,5,4,4,5,TX,Dealer
2023,Honda,CR-V EX-L,New,"$35,551 ",PH302151,12,5,5,5,4,4,5,TX,Dealer
2023,Honda,Passport Elite,New,"$44,712 ",PB005069,10,,,,,,,TX,Dealer
2022,Honda,Passport Elite,New,"$47,225 ",34083,9,5,5,4.9,5,4.9,5,NE,Dealer
2022,Honda,Accord Sport 1.5T,Honda Certified,"$35,777 ",HP6936,2439,5,5,5,5,5,5,NE,Dealer
2019,Honda,Ridgeline RTL-T,Used,"$26,000 ",RI08508A,89375,4.9,4.8,4.8,4.6,4.7,4.9,KS,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",PI95744,12,5,5,5,5,5,5,KS,Dealer
2023,Honda,Pilot Touring,New,"$50,240 ",P0163,2,,,,,,,MO,Dealer
2019,Honda,CR-V LX,Used,"$22,950 ",22598-1,77861,4.8,4.8,4.7,4.7,4.8,4.8,AR,Dealer
2020,Honda,Odyssey EX-L w/Navigation/RES,Honda Certified,"$36,998 ",PL1251,32622,4.8,4.8,4.7,4.6,4.7,4.7,MN,Dealer
2003,Honda,S2000 Base (M6),Used,"$23,836 ",T3T004056,63835,4.2,4.6,4.8,4.9,4.9,4.9,MO,Dealer
2021,Honda,Ridgeline Sport,Used,"$34,950 ",PU1605,16844,4.9,4.7,4.7,4.5,4.9,4.6,MO,Dealer
2021,Honda,HR-V Sport,Used,"$24,000 ",L8085,21390,4.7,4.6,4.6,4.7,4.7,4.8,MN,Dealer
2023,Honda,Ridgeline RTL,New,"$43,470 ",H13469,5,5,4.8,4.8,4.2,5,5,IA,Dealer
2022,Honda,Ridgeline RTL-E,Used,"$40,998 ",8BD512R,10292,5,4.9,4.9,4.3,4.7,5,MN,Dealer
2020,Honda,HR-V LX,Used,"$26,998 ",23660036,2235,4.7,4.8,4.7,4.8,4.8,4.7,MN,Dealer
2019,Honda,Odyssey EX-L,Honda Certified,"$31,993 ",L253296,88387,4.8,4.6,4.5,4.3,4.7,4.5,MN,Dealer
2008,Honda,CR-V EX-L,Used,"$8,599 ",X11723A,152231,4.4,4.4,4.3,4.6,4.4,4.8,IA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",98269,15,5,3,4,4,5,5,IL,Dealer
2022,Honda,Passport EX-L,New,"$43,665 ",21368,0,5,5,4.9,5,4.9,5,IL,Dealer
2015,Honda,Accord EX-L,Used,"$20,777 ",P1784,71230,4.7,4.6,4.7,4.7,4.7,4.8,IL,Dealer
2022,Honda,Pilot EX-L,New,"$44,000 ",NB097766,5,5,5,5,5,5,5,IL,Dealer
2022,Honda,Civic Sport Touring,New,"$31,145 ",40119-03,0,4.6,4.9,4.4,4.6,4.6,4.7,WI,Dealer
2023,Honda,Pilot Sport,New,"$42,940 ",H23151,5,,,,,,,IN,Dealer
2023,Honda,Civic Sport,New,"$26,600 ",41479-33,–,,,,,,,IN,Dealer
2020,Honda,Passport EX-L,Used,"$30,577 ",C6256P,26015,4.9,4.8,4.8,4.6,4.8,4.8,IN,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",H22775,10,5,5,5,5,5,5,AL,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",H22772,10,5,5,5,5,5,5,AL,Dealer
2022,Honda,Accord Sport 2.0T,New,"$35,150 ",HAH221602,6,5,5,5,5,5,5,IN,Dealer
2022,Honda,Accord Sport 1.5T,Used,"$29,795 ",T230522A,10010,5,5,5,5,5,5,AL,Dealer
2023,Honda,CR-V EX-L,New,"$36,010 ",H01302,2,5,5,5,4,4,5,TN,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",2618Z,6,5,3,4,4,5,5,IN,Dealer
2022,Honda,Pilot Touring 7-Passenger,New,"$48,860 ",18507,2,5,5,5,5,5,5,KY,Dealer
2023,Honda,Odyssey Sport,New,"$43,161 ",PB036822,1,5,5,4,4,4,5,FL,Dealer
2023,Honda,Pilot Touring,New,"$50,350 ",23352,0,,,,,,,IN,Dealer
2019,Honda,Odyssey EX-L,Used,"$27,991 ",S6211031,75489,4.8,4.6,4.5,4.3,4.7,4.5,KY,Dealer
2019,Honda,Odyssey EX-L,Used,"$25,700 ",KB042880,89473,4.8,4.6,4.5,4.3,4.7,4.5,OH,Dealer
2023,Honda,CR-V EX,New,"$34,405 ",E013333,6,5,5,5,4,4,5,KY,Dealer
2023,Honda,Pilot Touring,New,"$48,250 ",PB000964,5,,,,,,,GA,Dealer
2021,Honda,Passport Elite,Honda Certified,"$39,804 ",PH0527,14536,4.9,4.7,4.8,4.6,4.8,4.8,OH,Dealer
2021,Honda,Civic Sport,Used,"$22,477 ",MH555907,45713,4.6,4.7,4.7,4.6,4.8,4.6,GA,Dealer
2020,Honda,Odyssey Touring,Used,"$36,750 ",17279A,61672,4.8,4.8,4.7,4.6,4.7,4.7,OH,Dealer
2020,Honda,Accord Sport 1.5T,Used,"$24,000 ",AP13545A,29628,4.8,4.8,4.8,4.8,4.9,4.9,MI,Dealer
2015,Honda,Civic Si,Used,"$19,997 ",706623,51692,4.6,4.6,4.6,4.7,4.6,4.8,OH,Dealer
2022,Honda,Civic EX,Used,"$27,119 ",WH0082A,6973,4.6,4.9,4.4,4.6,4.6,4.7,OH,Dealer
2023,Honda,Odyssey Elite,New,"$51,310 ",H4124,6,5,5,4,4,4,5,NC,Dealer
2020,Honda,CR-V EX-L,Used,"$31,327 ",723053A,30668,4.9,4.8,4.8,4.8,4.9,4.9,PA,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",22083130,11,5,5,5,5,5,5,SC,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",913227,10,4.9,5,5,4.9,4.9,5,FL,Dealer
2023,Honda,Civic Si Base,New,"$29,595 ",PH471977,3,,,,,,,FL,Dealer
2021,Honda,Passport Elite,Honda Certified,"$32,649 ",MB002471,32945,4.9,4.7,4.8,4.6,4.8,4.8,FL,Dealer
2019,Honda,Odyssey LX,Used,"$26,538 ",TOL230172A,38785,4.8,4.6,4.5,4.3,4.7,4.5,NY,Dealer
2023,Honda,CR-V EX,New,"$34,250 ",231086,64,5,5,5,4,4,5,NY,Dealer
2017,Honda,CR-V EX-L,Used,"$22,343 ",HL012986,48759,4.8,4.8,4.7,4.7,4.8,4.8,FL,Dealer
2022,Honda,Accord Hybrid Sport,Used,"$32,499 ",P2552,12271,4.9,5,5,4.9,4.9,5,NY,Dealer
2023,Honda,Odyssey Touring,New,"$48,736 ",Q10288,0,5,5,4,4,4,5,NC,Dealer
2019,Honda,Insight Touring,Used,"$26,998 ",23852383,45748,4.6,4.8,4.5,4.7,4.8,4.8,FL,Dealer
2023,Honda,Passport EX-L,New,"$42,790 ",223134H,2,,,,,,,VA,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",HN12264,2,5,5,5,5,5,5,NC,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$35,745 ",PH806590,0,5,3,4,4,5,5,VA,Dealer
2022,Honda,Insight EX,Used,"$27,795 ",NE011406,8794,,,,,,,MD,Dealer
2023,Honda,Civic Sport,New,"$28,645 ",K3520886O,–,,,,,,,MD,Dealer
2023,Honda,Pilot Sport,New,"$42,595 ",PB003529,10,,,,,,,MD,Dealer
2021,Honda,Passport Touring,Used,"$37,995 ",45979A,20746,4.9,4.7,4.8,4.6,4.8,4.8,NY,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",HP7008,2,5,3,4,4,5,5,VA,Dealer
2018,Honda,Accord Sport,Used,"$21,408 ",K1611A,43685,4.8,4.8,4.7,4.7,4.8,4.8,NY,Dealer
2022,Honda,Odyssey EX-L,Honda Certified,"$40,847 ",7486P,3345,4.3,4.4,4.3,4.1,4.3,4.3,PA,Dealer
2009,Honda,Civic LX,Used,"$8,499 ",9H529823,136660,4.2,4.4,4.3,4.5,4.4,4.7,NJ,Dealer
2022,Honda,Ridgeline Black Edition,New,"$47,260 ",S2060,8449,5,4.9,4.9,4.3,4.7,5,NY,Dealer
2019,Honda,CR-V EX-L,Used,"$23,500 ",NJ0534A,29287,4.8,4.8,4.7,4.7,4.8,4.8,NJ,Dealer
2022,Honda,CR-V EX,Honda Certified,"$30,335 ",H2107S,2258,4.9,4.8,4.7,4.8,4.7,4.9,NY,Dealer
2016,Honda,CR-V SE,Used,"$13,718 ",235036B,122431,4.6,4.5,4.6,4.6,4.7,4.7,NY,Dealer
2018,Honda,Pilot EX,Used,"$23,565 ",1964,94381,4.7,4.6,4.7,4.5,4.6,4.7,NY,Dealer
2018,Honda,Civic Sport Touring,Used,"$25,888 ",U35615,59805,4.7,4.7,4.8,4.8,4.9,4.8,NY,Dealer
2023,Honda,CR-V EX,New,"$37,405 ",H230223,11,5,5,5,4,4,5,MA,Dealer
2023,Honda,CR-V EX,New,"$37,405 ",,,,,,,,,,
2020,Honda,Passport Touring,Honda Certified,"$32,558 ",H230201A,39409,4.9,4.8,4.8,4.6,4.8,4.8,CA,Dealer
2022,Honda,Pilot EX-L,New,"$42,000 ",821681,5,5,5,5,5,5,5,CA,Dealer
2020,Honda,CR-V EX-L,Used,"$29,991 ",5P2650,34579,4.9,4.8,4.8,4.8,4.9,4.9,CA,Dealer
2023,Honda,CR-V EX-L,New,"$35,400 ",2300018,6,5,5,5,4,4,5,CA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,850 ",230233,0,5,3,4,4,5,5,CA,Dealer
2023,Honda,Ridgeline RTL,New,"$40,470 ",PB009703,4,5,4.8,4.8,4.2,5,5,CA,Dealer
2021,Honda,Passport Sport,Used,"$32,249 ",J60476,30572,4.9,4.7,4.8,4.6,4.8,4.8,CA,Dealer
2021,Honda,Passport EX-L,Used,"$30,658 ",59603,18839,4.9,4.7,4.8,4.6,4.8,4.8,CA,Dealer
2014,Honda,CR-V EX,Used,"$16,999 ",SA2960,96479,4.5,4.5,4.5,4.5,4.6,4.7,CA,Dealer
2022,Honda,Accord Sport 1.5T,New,"$28,982 ",NA100615,8,5,5,5,5,5,5,NV,Dealer
2021,Honda,Passport EX-L,Used,"$33,915 ",MB042385,16076,4.9,4.7,4.8,4.6,4.8,4.8,CA,Dealer
2023,Honda,Pilot TrailSport,New,"$51,735 ",PB000738,18,,,,,,,AZ,Dealer
2020,Honda,Accord LX 1.5T,Used,"$21,595 ",M12962,54874,4.8,4.8,4.8,4.8,4.9,4.9,UT,Dealer
2020,Honda,Accord Sport 1.5T,Used,"$27,595 ",M12975,11207,4.8,4.8,4.8,4.8,4.9,4.9,UT,Dealer
2023,Honda,Ridgeline RTL,New,"$43,580 ",R0157,10,5,4.8,4.8,4.2,5,5,NM,Dealer
2022,Honda,Passport TrailSport,New,"$44,553 ",WNB029576,8,5,5,4.9,5,4.9,5,WA,Dealer
2023,Honda,Passport EX-L,New,"$42,445 ",WPB009201,9,,,,,,,WA,Dealer
2023,Honda,Passport Elite,New,"$47,855 ",WPB007183,5,,,,,,,WA,Dealer
2017,Honda,HR-V LX,Used,"$18,995 ",10786,97123,4.6,4.4,4.4,4.5,4.7,4.7,WA,Dealer
2019,Honda,Civic LX,Used,"$23,270 ",2311943T,47080,4.8,4.8,4.9,4.8,4.9,4.9,WA,Dealer
2019,Honda,Civic EX,Used,"$24,995 ",2304488P,31263,4.8,4.8,4.9,4.8,4.9,4.9,WA,Dealer
2022,Honda,Accord Sport 2.0T,New,"$34,755 ",NA024533,5,5,5,5,5,5,5,WA,Dealer
2022,Honda,Accord Sport SE,Used,"$36,988 ",21118511,6654,5,5,5,5,5,5,KS,Dealer
2022,Honda,Pilot TrailSport,New,"$46,104 ",22026,8,5,5,5,5,5,5,OK,Dealer
2021,Honda,Accord Sport 1.5T,Used,"$28,925 ",U184,43615,4.9,4.8,4.8,4.8,4.9,4.8,OK,Dealer
2022,Honda,Insight EX,Honda Certified,"$27,925 ",B1054A,17657,,,,,,,TX,Dealer
2018,Honda,Civic EX,Used,"$19,644 ",D18054,74758,4.7,4.7,4.8,4.8,4.9,4.8,TX,Dealer
2012,Honda,Odyssey EX,Used,"$15,825 ",JLT346,56555,4.7,4.6,4.6,4.4,4.5,4.7,KS,Dealer
2016,Honda,Civic EX,Used,"$18,000 ",P9240,72927,4.6,4.6,4.6,4.6,4.8,4.6,TX,Dealer
2019,Honda,Pilot Touring 7-Passenger,Used,"$34,416 ",KB099245,40742,4.8,4.7,4.7,4.6,4.7,4.8,MO,Dealer
2022,Honda,Passport EX-L,Honda Certified,"$39,850 ",N0363,10305,5,5,4.9,5,4.9,5,MO,Dealer
2023,Honda,Civic EX,New,"$31,472 ",PH303885,2,,,,,,,AR,Dealer
2023,Honda,HR-V LX,New,"$25,290 ",704654,28,4,5,4,5,5,5,TX,Dealer
2020,Honda,CR-V EX-L,Used,"$28,495 ",LH423386,34331,4.9,4.8,4.8,4.8,4.9,4.9,TX,Dealer
2020,Honda,CR-V EX,Used,"$26,495 ",LA008482,31925,4.9,4.8,4.8,4.8,4.9,4.9,TX,Dealer
2018,Honda,CR-V Touring,Used,"$29,486 ",JH518487S,61916,4.8,4.7,4.7,4.6,4.7,4.7,TX,Dealer
2022,Honda,Accord Sport 1.5T,New,"$29,252 ",NA090141,5,5,5,5,5,5,5,AR,Dealer
2023,Honda,Pilot Elite,New,Not Priced,PB002895,12,,,,,,,MO,Dealer
2017,Honda,Ridgeline RTL,Used,"$27,950 ",PU1742,71778,4.8,4.7,4.7,4.4,4.7,4.7,MO,Dealer
2020,Honda,Accord EX-L,Used,"$27,495 ",P6032,25654,4.8,4.8,4.8,4.8,4.9,4.9,MN,Dealer
2020,Honda,Passport Elite,Honda Certified,"$34,454 ",P002348,46790,4.9,4.8,4.8,4.6,4.8,4.8,MN,Dealer
2021,Honda,Civic EX-L,Honda Certified,"$25,999 ",P12758,30697,4.6,4.7,4.7,4.6,4.8,4.6,MN,Dealer
2019,Honda,Civic Sport,Honda Certified,"$21,750 ",C1060A,39680,4.8,4.8,4.9,4.8,4.9,4.9,MN,Dealer
2018,Honda,CR-V EX,Used,"$23,795 ",A3758,62285,4.8,4.7,4.7,4.6,4.7,4.7,LA,Dealer
2022,Honda,Pilot Sport,Used,"$35,899 ",A1137,3811,5,5,5,5,5,5,LA,Dealer
2011,Honda,Accord EX,Used,"$10,981 ",BA010769,125902,4.4,4.5,4.4,4.6,4.5,4.8,IL,Dealer
2023,Honda,HR-V EX-L,New,"$29,145 ",PM724659,18,4,5,4,5,5,5,MS,Dealer
2022,Honda,Pilot Special Edition,Used,"$38,990 ",K230215A,5076,5,5,5,5,5,5,IL,Dealer
2007,Honda,Civic EX,Used,"$7,999 ",EM-141247,136021,4.1,4.3,4.3,4.5,4.5,4.6,IL,Dealer
2023,Honda,Odyssey Elite,New,"$50,915 ",30197,0,5,5,4,4,4,5,IL,Dealer
2014,Honda,Accord LX,Used,"$18,998 ",23588416,57625,4.6,4.6,4.6,4.6,4.7,4.8,IL,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",P1967,4,4.9,5,5,4.9,4.9,5,IL,Dealer
2016,Honda,Pilot EX,Used,"$14,950 ",5709258,147498,4.7,4.6,4.5,4.4,4.6,4.6,IN,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",H28256,4,5,5,5,5,5,5,IL,Dealer
2022,Honda,Accord Sport SE,New,"$31,565 ",L61190,1,5,5,5,5,5,5,IL,Dealer
2022,Honda,Accord Sport 2.0T,Honda Certified,"$31,987 ",HP3539,12886,5,5,5,5,5,5,IN,Dealer
2020,Honda,Civic Si Base,Used,"$26,891 ",W5060D,37785,4.8,4.8,4.8,4.8,4.9,4.9,IN,Dealer
2018,Honda,CR-V EX-L,Used,"$29,300 ",M358,67158,4.8,4.7,4.7,4.6,4.7,4.7,IN,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",HAH230127,8,5,3,4,4,5,5,IN,Dealer
2022,Honda,Odyssey Elite,Used,"$47,483 ",GN288A,13864,4.3,4.4,4.3,4.1,4.3,4.3,IN,Dealer
2016,Honda,Odyssey EX-L,Used,"$20,995 ",24154,95050,4.8,4.6,4.7,4.6,4.7,4.8,FL,Dealer
2014,Honda,Ridgeline RTL,Used,"$15,598 ",SA002048,146938,4.8,4.5,4.6,4.6,4.6,4.8,OH,Dealer
2014,Honda,Ridgeline RTL,Used,"$26,995 ",8107,79839,4.8,4.5,4.6,4.6,4.6,4.8,OH,Dealer
2022,Honda,Pilot Special Edition,Honda Certified,"$36,556 ",9686A,24850,5,5,5,5,5,5,GA,Dealer
2023,Honda,CR-V EX-L,New,"$35,400 ",PH302062,9,5,5,5,4,4,5,GA,Dealer
2023,Honda,Pilot EX-L 8-Passenger,New,"$43,750 ",QG23497,0,,,,,,,GA,Dealer
2020,Honda,Civic Si Base,Used,"$23,097 ",48063TT,68409,4.8,4.8,4.8,4.8,4.9,4.9,OH,Dealer
2015,Honda,Civic LX,Used,"$13,995 ",268172,91904,4.6,4.6,4.6,4.7,4.6,4.8,OH,Dealer
2019,Honda,Odyssey EX-L,Honda Certified,"$32,450 ",64884A,48782,4.8,4.6,4.5,4.3,4.7,4.5,OH,Dealer
2023,Honda,CR-V EX-L,New,"$36,900 ",113664,12,5,5,5,4,4,5,GA,Dealer
2022,Honda,Pilot Elite,New,"$51,665 ",21733,12,5,5,5,5,5,5,OH,Dealer
2016,Honda,Pilot Elite,Used,"$22,997 ",66869,97645,4.7,4.6,4.5,4.4,4.6,4.6,GA,Dealer
2022,Honda,Pilot Sport,New,"$44,970 ",HO7526,10,5,5,5,5,5,5,NC,Dealer
2021,Honda,Pilot Special Edition,Used,"$35,835 ",5518A,15651,4.9,4.8,4.8,4.7,4.7,4.8,NC,Dealer
2021,Honda,Passport Elite,Used,"$36,542 ",22661A,17760,4.9,4.7,4.8,4.6,4.8,4.8,FL,Dealer
2019,Honda,Odyssey EX-L,Used,"$31,500 ",F17463,53555,4.8,4.6,4.5,4.3,4.7,4.5,SC,Dealer
2022,Honda,Odyssey EX-L,Used,"$39,907 ",DL22Z428A,8856,4.3,4.4,4.3,4.1,4.3,4.3,NY,Dealer
2019,Honda,Odyssey Elite,Used,"$27,798 ",B043330,70521,4.8,4.6,4.5,4.3,4.7,4.5,FL,Dealer
2021,Honda,Passport Touring,Used,"$44,995 ",12208MAG,12162,4.9,4.7,4.8,4.6,4.8,4.8,AK,Dealer
2020,Honda,Civic LX,Used,"$21,000 ",3U549411,51132,4.8,4.8,4.9,4.8,4.9,4.9,MD,Dealer
