id,id,year,make,model,condition,price,consumer_rating,comfort_rating,performance_rating,value_for_money_rating,reliability_rating,mileage,fuel_type,engine,state,seller_type
638,638,2020,Honda,CR-V EX-L,Used,"$29,990",5,5,5,4,5,6,Gasoline,3.5L V6 24V GDI SOHC,LA,Dealer
639,639,2022,Honda,Accord Sport 1.5T,New,"$31,960",2.2,5,5,5,5,26943,Gasoline,1.5L I4 16V GDI DOHC Turbo,FL,Dealer
640,640,2020,Honda,Pilot Special Edition,Used,"$31,998",4.8,5,5,5,5,16,Gasoline,2.0L I4 16V GDI DOHC Turbo,GA,Dealer
641,641,2022,Honda,Accord Hybrid Sport,New,"$30,470",4.8,4.9,5,4.9,5,3,Gasoline,1.5L I4 16V GDI DOHC Turbo,PA,Dealer
642,642,2022,Honda,Odyssey EX-L,New,"$44,674",5,5,4,4,5,10,Gasoline,3.5L V6 24V GDI SOHC,WI,Dealer
643,643,2022,Honda,CR-V Hybrid Touring,New,"$30,075",4,4.6,4.5,4.6,4.7,10324,Gasoline,1.5L I4 16V GDI DOHC Turbo,FL,Dealer
644,644,2021,Honda,CR-V EX-L,Used,"$38,859",4.8,5,5,4,5,4,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
645,645,2022,Honda,Ridgeline RTL-E,New,"$30,470",5,5,4.8,4.2,5,5,Gasoline,1.5L I4 16V GDI DOHC Turbo,IL,Dealer
646,646,2022,Honda,Ridgeline RTL,New,"$30,075",2.8,5,4.8,4.2,5,10,Gasoline,1.5L I4 16V GDI DOHC Turbo,NJ,Dealer
647,647,2023,Honda,Pilot Black Edition,New,"$50,915",4.7,5,5,5,5,2,Gasoline,V6 Cylinder Engine,VA,Dealer
648,648,2022,Honda,CR-V EX-L,New,"$44,265",4.5,5,5,4,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,MI,Dealer
649,649,2022,Honda,HR-V Sport,New,"$47,225",4.6,4,4,5,5,10,Gasoline,3.5L V6 24V GDI SOHC,CT,Dealer
650,650,2022,Honda,Odyssey Touring,New,"$32,165",5,4.3,4.3,4.1,4.3,20661,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,OH,Dealer
651,651,2015,Honda,HR-V EX,Used,"$19,500",4.8,4.6,4.4,4.6,4.7,15059,Gasoline,3.5L V6 24V MPFI SOHC,VA,Dealer
652,652,2022,Honda,Ridgeline RTL-E,New,"$28,970",4.8,5,4.8,4.2,5,5,Gasoline,1.5L I4 16V GDI DOHC Turbo,NY,Dealer
653,653,2022,Honda,HR-V Sport,New,"$24,765",4.7,4,4,5,5,1000,Gasoline,2.0L I4 16V GDI DOHC,IL,Dealer
654,654,2023,Honda,Pilot Touring 8-Passenger,New,"$32,855",3.9,4.8,4.7,4.6,4.8,35630,Gasoline,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,WV,Dealer
655,655,2022,Honda,Pilot EX-L,New,"$44,205",5,5,5,5,5,2,Gasoline,3.5L V6 24V GDI SOHC,VA,Dealer
656,656,2018,Honda,Accord Sport 1.5T,Used,"$22,995",4.8,5,5,5,5,5,Gasoline,4 Cylinder Engine,IL,Dealer
657,657,2022,Honda,Ridgeline RTL-E,New,"$42,600",4.8,5,4.9,4.3,5,10413,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
658,658,2022,Honda,Accord Sport 1.5T,New,"$41,765",4.4,5,5,5,5,3,Gasoline,3.5L V6 24V GDI SOHC,CT,Dealer
659,659,2023,Honda,Ridgeline RTL,New,"$26,145",4.7,4.8,4.6,4.5,4.7,41998,Gasoline,4 Cylinder Engine,FL,Dealer
660,660,2022,Honda,Pilot TrailSport,New,"$44,600",5,5,5,5,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,CT,Dealer
661,661,2022,Honda,Civic EX-T,New,"$44,538",4.5,4.6,4.6,4.6,4.6,97839,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
662,662,2016,Honda,HR-V Sport,Used,"$21,529",4.8,3.8,3.6,3.6,4.2,2088,Gasoline,3.5L V6 24V GDI SOHC,NY,Dealer
663,663,2023,Honda,Odyssey Touring,New,"$46,025",4.2,5,4,4,5,5073,Gasoline,Regular Unleaded V-6 3.5 L/212,SC,Dealer
664,664,2022,Honda,Civic LX,New,"$41,770",4.5,4.7,4.8,4.8,4.8,70147,Gasoline,3.5L V6 24V GDI SOHC,SC,Dealer
665,665,2022,Honda,CR-V Hybrid Sport Touring,New,"$35,040",4.5,5,4,4,5,138,Gasoline,1.5L I4 16V GDI DOHC Turbo,IL,Dealer
666,666,2021,Honda,Accord SE,Used,"$34,593",4,4.5,4.5,4.6,4.7,56184,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,NY,Dealer
667,667,2022,Honda,CR-V SE,New,"$32,560",4.5,4.6,4.6,4.6,4.7,114750,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,NC,Dealer
668,668,2011,Honda,HR-V EX,Used,"$11,999",4.6,3.8,3.6,3.6,4.2,8069,Gasoline,3.5L V6 24V MPFI SOHC,MA,Dealer
669,669,2022,Honda,Odyssey Touring,New,"$41,500",4.6,5,4,4,5,8,Gasoline,3.5L V6 24V GDI SOHC,IL,Dealer
670,670,2022,Honda,CR-V Hybrid Sport Touring,New,"$42,667",5,5,4,4,5,5,Gasoline,3.5L V6 24V GDI SOHC,MA,Dealer
671,671,2022,Honda,Pilot Touring,New,"$47,165",5,4.7,4.4,4.4,4.6,58041,Gasoline,3.5L V6 24V GDI SOHC,NY,Dealer
672,672,2022,Honda,Accord Sport,Used,"$37,875",4.4,5,5,5,5,0,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,FL,Dealer
673,673,2022,Honda,Pilot TrailSport,New,"$41,770",5,5,5,5,5,2,Gasoline,3.5L V6 24V GDI SOHC,NY,Dealer
674,674,2022,Honda,Accord Sport 1.5T,New,"$44,600",4.1,5,5,5,5,3,Gasoline,3.5L V6 24V GDI SOHC,VA,Dealer
675,675,2022,Honda,CR-V EX-L,Used,"$36,992",4.3,5,5,4,5,5177,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,VA,Dealer
676,676,2022,Honda,Odyssey Sport,New,"$32,560",5,5,4,4,5,14,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,VA,Dealer
677,677,2021,Honda,Odyssey Elite,Used,"$34,535",3.8,5,4,4,5,8,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,IL,Dealer
678,678,2022,Honda,Accord Hybrid Sport,New,"$44,205",4.1,4.9,5,4.9,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,MD,Dealer
679,679,2018,Honda,Pilot Black Edition,Used,"$23,500",4,5,5,5,5,4,Gasoline,3.5L V6 24V GDI SOHC,IL,Dealer
680,680,2022,Honda,Pilot Special Edition,New,"$31,960",5,5,5,5,5,5,Gasoline,1.5L I4 16V GDI DOHC Turbo,NC,Dealer
681,681,2022,Honda,Odyssey Sport,New,"$43,815",5,5,4,4,5,11,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
682,682,2022,Honda,Ridgeline RTL,New,"$30,565",4.5,5,4.8,4.2,5,â€“,Gasoline,1.5L I4 16V GDI DOHC Turbo,MD,Dealer
683,683,2022,Honda,Pilot Special Edition,Used,"$40,984",5,5,5,5,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,KY,Dealer
684,684,2009,Honda,CR-V EX-L,Used,"$18,590",4,5,5,4,5,5,Gasoline,3.5L V6 24V MPFI SOHC,NC,Dealer
685,685,2019,Honda,HR-V LX,Used,"$25,500",5,4,4,5,5,4,Gasoline,3.5L V6 24V GDI SOHC,MD,Dealer
686,686,2019,Honda,HR-V Sport,Used,"$31,998",4.8,4,4,5,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,KY,Dealer
687,687,2015,Honda,Pilot Touring,Used,"$22,998",4.7,4.7,4.5,4.4,4.6,114602,Gasoline,2.4L I4 16V MPFI DOHC,FL,Dealer
688,688,2022,Honda,Accord Sport 1.5T,New,"$29,970",3.9,5,5,5,5,49,Gasoline,1.5L I4 16V GDI DOHC Turbo,DE,Dealer
689,689,2022,Honda,CR-V LX,New,"$41,770",5,4.5,4.5,4.5,4.6,124293,Gasoline,3.5L V6 24V GDI SOHC,VA,Dealer
690,690,2022,Honda,Pilot Sport,New,"$41,770",5,5,5,5,5,5,Gasoline,3.5L V6 24V GDI SOHC,TN,Dealer
691,691,2019,Honda,Odyssey Elite,Used,"$28,741",4.2,5,4,4,5,6,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
692,692,2023,Honda,HR-V EX-L,New,"$37,510",4.7,4,4,5,5,0,Gasoline,4 Cylinder Engine,PA,Dealer
693,693,2022,Honda,Pilot Black Edition,Used,"$31,944",5,5,5,5,5,5,Gasoline,1.5L I4 16V GDI DOHC Turbo,FL,Dealer
694,694,2010,Honda,CR-V EX,Used,"$16,590",4,5,5,4,5,6,Gasoline,2.4L I4 16V MPFI DOHC,PA,Dealer
695,695,2022,Honda,Pilot Sport,New,"$43,605",4.6,5,5,5,5,18,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
696,696,2022,Honda,HR-V LX,Used,"$32,344",5,4,4,5,5,11,Gasoline,1.5L I4 16V GDI DOHC Turbo,KY,Dealer
697,697,2016,Honda,CR-V Hybrid EX-L,Used,"$23,585",4.4,4.6,4.5,4.6,4.7,16198,Gasoline,3.5L V6 24V MPFI SOHC,FL,Dealer
698,698,2022,Honda,Ridgeline Black Edition,New,"$41,770",4.6,5,4.8,4.2,5,5,Gasoline,3.5L V6 24V GDI SOHC,PA,Dealer
699,699,2022,Honda,Pilot EX-L,New,"$40,770",5,5,5,5,5,3,Gasoline,3.5L V6 24V GDI SOHC,TN,Dealer
700,700,2022,Honda,CR-V Hybrid EX-L,New,"$41,375",2.4,4.7,4.3,4.3,4.6,9659,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
701,701,2022,Honda,Accord Hybrid Sport,New,"$44,205",3.8,4.9,5,4.9,5,1,Gasoline,3.5L V6 24V GDI SOHC,PA,Dealer
702,702,2022,Honda,Pilot Sport,New,"$29,200",2.9,5,5,5,5,2,Gasoline,1.5L I4 16V GDI DOHC Turbo,TN,Dealer
703,703,2022,Honda,Odyssey EX,New,"$48,860",4.7,4.8,4.7,4.6,4.8,98943,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
704,704,2019,Honda,Accord Sport 2.0T,Used,"$39,490",4.7,5,5,5,5,10,Gasoline,3.5L V6 24V GDI SOHC,NJ,Dealer
705,705,2022,Honda,Ridgeline RTL-E,New,"$40,876",3.8,5,4.8,4.2,5,10,Gasoline,3.5L V6 24V GDI SOHC,IN,Dealer
706,706,2022,Honda,Passport TrailSport,New,"$30,470",5,5,4.9,5,5,â€“,Gasoline,1.5L I4 16V GDI DOHC Turbo,NY,Dealer
707,707,2023,Honda,Accord Hybrid Sport,New,"$42,360",4.7,4.9,5,4.9,5,3,Gasoline,V6 Cylinder Engine,NJ,Dealer
708,708,2022,Honda,Accord Sport 1.5T,New,"$30,470",4.7,5,5,5,5,4,Gasoline,1.5L I4 16V GDI DOHC Turbo,VA,Dealer
709,709,2022,Honda,Accord Sport 2.0T,New,"$30,075",5,5,5,5,5,11,Gasoline,1.5L I4 16V GDI DOHC Turbo,VA,Dealer
710,710,2022,Honda,Civic EX,New,"$38,276",3.8,4.2,4.3,4.5,4.7,58309,Gasoline,3.5L V6 24V GDI SOHC,PA,Dealer
711,711,2022,Honda,Accord Sport 2.0T,New,"$30,470",4.8,5,5,5,5,10,Gasoline,1.5L I4 16V GDI DOHC Turbo,NJ,Dealer
712,712,2015,Honda,Odyssey Elite,Used,"$14,996",4.4,5,4,4,5,10,Gasoline,1.5L I4 16V GDI DOHC,VA,Dealer
713,713,2013,Honda,HR-V EX-L,Used,"$13,538",4.7,4,4,5,5,3,Gasoline,2.4L I4 16V GDI DOHC,VA,Dealer
714,714,2022,Honda,Ridgeline RTL,New,"$48,860",4.7,4.9,4.7,4.5,4.6,732,Gasoline,3.5L V6 24V GDI SOHC,MD,Dealer
715,715,2021,Honda,CR-V EX-L,Honda Certified,"$34,858",4.9,5,5,4,5,1,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,NJ,Dealer
716,716,2019,Honda,Accord Hybrid Sport,Used,"$31,238",4.7,4.9,5,4.9,5,3,Gasoline,3.5L V6 24V GDI SOHC,NY,Dealer
717,717,2020,Honda,Pilot Sport,Used,"$24,500",4.8,5,5,5,5,5,Gasoline,1.5L I4 16V GDI DOHC Turbo,NY,Dealer
718,718,2022,Honda,HR-V LX,New,"$44,600",5,4,4,5,5,12,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
719,719,2022,Honda,CR-V Hybrid Sport Touring,New,"$52,060",4.9,5,4,4,5,3,Gasoline,3.5L V6 24V GDI SOHC,VA,Dealer
720,720,2020,Honda,CR-V Hybrid Sport Touring,Used,"$43,443",4.7,5,4,4,5,10,Gasoline,3.5L V6 24V GDI SOHC,CT,Dealer
721,721,2022,Honda,Pilot TrailSport,New,"$30,470",4.9,5,5,5,5,3,Gasoline,1.5L I4 16V GDI DOHC Turbo,FL,Dealer
722,722,2018,Honda,Ridgeline RTL-E,Used,"$28,223",5,4.9,4.7,4.5,4.6,68523,Gasoline,3.5L V6 24V GDI SOHC,MD,Dealer
723,723,2012,Honda,Pilot Special Edition,Used,"$15,482",4.9,5,5,5,5,7,Gasoline,3.5L V6 24V MPFI SOHC,NJ,Dealer
724,724,2013,Honda,CR-V EX-L,Used,"$12,988",4.8,4.9,4.7,4.8,4.9,2,Gasoline,1.8L I4 16V MPFI SOHC,CT,Dealer
725,725,2022,Honda,Ridgeline RTL-E,New,"$41,770",5,5,4.9,4.3,5,12,Gasoline,3.5L V6 24V GDI SOHC,NJ,Dealer
726,726,2010,Honda,Odyssey EX-L,Used,"$13,644",4.6,4.8,4.7,4.6,4.8,74619,Gasoline,3.5L V6 24V MPFI SOHC,NY,Dealer
727,727,2020,Honda,CR-V EX-L,Used,"$19,224",5,4.9,4.7,4.8,4.9,3,Hybrid,1.5L I4 16V MPFI DOHC Hybrid,CT,Dealer
728,728,2022,Honda,Civic LX,New,"$45,500",5,4.4,4.5,4.7,4.9,61155,Gasoline,3.5L V6 24V GDI SOHC,NJ,Dealer
729,729,2022,Honda,Odyssey Touring,New,"$34,755",5,5,4,4,5,â€“,Gasoline,2.0L I4 16V GDI DOHC Turbo,MD,Dealer
730,730,2016,Honda,Ridgeline RTL-E,Used,"$24,533",4.7,5,4.8,4.2,5,8,Gasoline,3.5L V6 24V GDI SOHC,CT,Dealer
731,731,2022,Honda,HR-V EX-L,New,"$30,470",5,3.8,3.6,3.6,4.2,6,Gasoline,1.5L I4 16V GDI DOHC Turbo,NY,Dealer
732,732,2008,Honda,Ridgeline RTL-E,Used,"$5,995",4.7,5,4.9,4.3,5,11,Gasoline,1.8L I4 16V MPFI SOHC,MA,Dealer
733,733,2022,Honda,Ridgeline RTL,New,"$44,265",4.9,4.9,4.8,4.6,4.9,4402,Gasoline,3.5L V6 24V GDI SOHC,AK,Dealer
734,734,2022,Honda,CR-V Hybrid Sport Touring,New,"$32,165",5,5,4,4,5,15,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,CT,Dealer
735,735,2022,Honda,Ridgeline Black Edition,New,"$46,500",5,5,4.9,4.3,5,10,Gasoline,3.5L V6 24V GDI SOHC,MA,Dealer
736,736,2022,Honda,Accord Sport 2.0T,Used,"$39,081",4.7,5,5,5,5,5,Gasoline,3.5L V6 24V GDI SOHC,CA,Dealer
737,737,2019,Honda,CR-V Hybrid Sport Touring,Used,"$25,555",4.9,5,4,4,5,3,Gasoline,1.5L I4 16V GDI DOHC Turbo,NH,Dealer
738,738,2022,Honda,Passport Elite,Used,"$31,400",4.8,4.9,4.8,4.6,4.8,18306,Gasoline,1.5L I4 16V GDI DOHC Turbo,NY,Dealer
739,739,2022,Honda,Passport EX-L,New,"$46,295",4.9,5,4.9,5,5,0,Gasoline,V6 Cylinder Engine,CA,Dealer
740,740,2022,Honda,CR-V Hybrid Sport Touring,New,"$43,605",5,5,4,4,5,21,Gasoline,3.5L V6 24V GDI SOHC,MA,Dealer
741,741,2023,Honda,CR-V Touring,New,"$34,250",4.7,4.9,4.7,4.8,4.9,6,Gasoline,4 Cylinder Engine,CA,Dealer
742,742,2017,Honda,Ridgeline Black Edition,Used,"$18,400",4.4,5,4.9,4.3,5,12099,Gasoline,2.4L I4 16V GDI DOHC,MD,Dealer
743,743,2015,Honda,CR-V EX,Used,"$17,050",4.7,5,5,4,5,5,Gasoline,3.5L V6 24V MPFI SOHC,CA,Dealer
744,744,2023,Honda,CR-V EX-L,New,"$41,905",4.4,4.9,4.7,4.8,4.9,14499,Gasoline,V6 Cylinder Engine,MA,Dealer
745,745,2016,Honda,CR-V Hybrid EX,Used,"$22,995",4.2,4.6,4.5,4.6,4.7,14530,Gasoline,1.8L I4 16V MPFI SOHC,FL,Dealer
746,746,2021,Honda,HR-V EX-L,Used,"$26,899",4.9,4,4,5,5,14,Gasoline,1.5L I4 16V GDI DOHC Turbo,CA,Dealer
747,747,2023,Honda,Ridgeline RTL-E,New,"$35,590",4.8,5,4.8,4.2,5,5,Hybrid,Gas/Electric I-4 2.0 L/122,MA,Dealer
748,748,2020,Honda,Odyssey EX-L,Used,"$38,981",4.2,5,4,4,5,10,Gasoline,3.5L V6 24V GDI SOHC,CA,Dealer
749,749,2023,Honda,Civic Sport,New,"$29,195",4.2,4.6,4.7,4.6,4.6,27723,Gasoline,Intercooled Turbo Premium Unleaded I-4 1.5 L/91,NY,Dealer
750,750,2005,Honda,Pilot TrailSport,Used,"$7,999",4.5,5,5,5,5,4,Gasoline,2.4L I4 16V MPFI DOHC,IN,Dealer
751,751,2022,Honda,Pilot Sport,New,"$44,600",4.4,5,5,5,5,5,Gasoline,3.5L V6 24V GDI SOHC,NV,Dealer
752,752,2022,Honda,CR-V EX-L,New,"$47,260",4.5,5,5,4,5,3,Gasoline,3.5L V6 24V GDI SOHC,MA,Dealer
753,753,2019,Honda,Civic LX,Used,"$32,923",4.9,4.6,4.6,4.6,4.6,83306,Gasoline,3.5L V6 24V GDI SOHC,CO,Dealer
754,754,2019,Honda,CR-V Hybrid Sport Touring,Used,"$21,990",4.9,5,4,4,5,1,Hybrid,1.5L I4 16V MPFI DOHC Hybrid,KY,Dealer
755,755,2022,Honda,CR-V Hybrid Sport Touring,New,"$32,560",4.5,5,4,4,5,6,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,MA,Dealer
756,756,2022,Honda,Passport EX-L,New,"$32,560",4.4,4.9,4.8,4.6,4.8,36746,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,ID,Dealer
757,757,2022,Honda,CR-V EX-L,New,"$44,600",5,5,5,4,5,8,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
758,758,2022,Honda,CR-V Hybrid Sport Touring,New,"$47,225",5,5,4,4,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,KY,Dealer
759,759,2022,Honda,CR-V Hybrid Sport Touring,New,"$46,500",4.2,5,4,4,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,NH,Dealer
760,760,2021,Honda,Passport Touring,Used,"$29,555",4.4,4.9,4.8,4.6,4.8,24076,Gasoline,1.5L I4 16V GDI DOHC Turbo,ID,Dealer
761,761,2022,Honda,HR-V Sport,New,"$44,205",5,4,4,5,5,1,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
762,762,2015,Honda,CR-V EX-L,Used,"$16,995",4.7,5,5,4,5,256,Gasoline,1.8L I4 16V MPFI SOHC,TN,Dealer
763,763,2023,Honda,Passport TrailSport,New,"$32,990",5,5,4.9,5,5,1103,Hybrid,Gas/Electric I-4 2.0 L/122,NM,Dealer
764,764,2017,Honda,Pilot EX-L,Used,"$22,824",5,5,5,5,5,100,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,ME,Dealer
765,765,2021,Honda,CR-V EX-L,Used,"$27,990",4.6,5,5,4,5,4,Gasoline,3.5L V6 24V GDI SOHC,PA,Dealer
766,766,2022,Honda,Insight EX,New,"$41,375",5,4.5,4.5,4.8,5,20220,Gasoline,3.5L V6 24V GDI SOHC,OR,Dealer
767,767,2022,Honda,Pilot Sport,New,"$39,406",4.7,5,5,5,5,225,Gasoline,3.5L V6 24V GDI SOHC,TN,Dealer
768,768,2023,Honda,Accord Sport SE,New,"$30,705",5,5,5,5,5,3,Gasoline,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,CA,Dealer
769,769,2022,Honda,Pilot EX-L,Used,"$28,473",4.9,5,5,5,5,5,Gasoline,1.5L I4 16V GDI DOHC Turbo,NJ,Dealer
770,770,2022,Honda,HR-V EX-L,New,"$44,205",5,4,4,5,5,5,Gasoline,3.5L V6 24V GDI SOHC,CA,Dealer
771,771,2022,Honda,Pilot TrailSport,New,"$37,991",4.6,5,5,5,5,0,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,OH,Dealer
772,772,2009,Honda,Odyssey Elite,Used,"$16,990",4,5,4,4,5,2,Gasoline,2.4L I4 16V MPFI DOHC,NJ,Dealer
773,773,2010,Honda,CR-V EX-L,Used,"$15,990",4,4.9,4.7,4.8,4.9,4,Gasoline,3.5L V6 24V MPFI SOHC,CA,Dealer
774,774,2022,Honda,CR-Z Base,New,"$38,664",4.7,4.2,4.4,4.8,4.8,123340,Gasoline,3.5L V6 24V GDI SOHC,OR,Dealer
775,775,2022,Honda,Passport TrailSport,New,"$37,159",4.8,5,4.9,5,5,1,Gasoline,3.5L V6 24V GDI SOHC,CA,Dealer
776,776,2022,Honda,CR-V Touring,New,"$43,265",4.9,4.9,4.7,4.8,4.9,3000,Gasoline,3.5L V6 24V GDI SOHC,CO,Dealer
777,777,2022,Honda,Odyssey Touring,New,"$32,560",4.8,4.8,4.7,4.6,4.7,33016,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,NJ,Dealer
778,778,2017,Honda,Civic LX,Used,"$28,250",4.9,4.8,4.9,4.8,4.9,40525,Gasoline,3.5L V6 24V GDI SOHC,WA,Dealer
779,779,2022,Honda,Pilot TrailSport,New,"$39,406",4.6,5,5,5,5,3,Gasoline,3.5L V6 24V GDI SOHC,CA,Dealer
780,780,2017,Honda,Passport TrailSport,Used,"$29,569",4.8,5,4.9,5,5,10,Gasoline,3.5L V6 24V GDI SOHC,NJ,Dealer
781,781,2013,Honda,Pilot Special Edition,Used,"$12,908",4.2,5,5,5,5,0,Gasoline,2.4L I4 16V MPFI DOHC,TX,Dealer
782,782,2021,Honda,Pilot EX-L,Used,"$25,991",5,5,5,5,5,2,Hybrid,1.5L I4 16V MPFI DOHC Hybrid,CA,Dealer
783,783,2013,Honda,Odyssey Touring,Used,"$14,309",4.6,4.3,4.3,4.1,4.3,25816,Gasoline,2.4L I4 16V MPFI DOHC,TX,Dealer
784,784,2022,Honda,Pilot Sport,New,"$41,375",4.8,5,5,5,5,709,Gasoline,3.5L V6 24V GDI SOHC,OK,Dealer
785,785,2005,Honda,Pilot Sport,Used,"$23,568",4.7,5,5,5,5,6,Gasoline,2.2L I4 16V MPFI DOHC,CA,Dealer
786,786,2009,Honda,Accord LX,Used,"$15,990",4,4.7,4.7,4.7,4.8,83919,Gasoline,2.4L I4 16V MPFI DOHC,NE,Dealer
787,787,2022,Honda,Ridgeline RTL-E,New,"$44,100",4.6,5,4.9,4.3,5,11,Gasoline,3.5L V6 24V GDI SOHC,NJ,Dealer
788,788,2019,Honda,Accord Sport 2.0T,Used,"$42,993",4.2,5,5,5,5,â€“,Gasoline,2.0L I4 16V GDI DOHC Turbo,KS,Dealer
789,789,2022,Honda,Pilot EX-L,New,"$35,145",4.7,5,5,5,5,5,Gasoline,2.0L I4 16V GDI DOHC Turbo,CA,Dealer
790,790,2022,Honda,Pilot Sport,New,"$41,375",4.9,5,5,5,5,5,Gasoline,3.5L V6 24V GDI SOHC,NJ,Dealer
791,791,2022,Honda,Accord Sport SE,New,"$44,660",4,5,5,5,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,KS,Dealer
792,792,2022,Honda,CR-V EX,New,"$36,803",4.5,5,5,4,5,11,Gasoline,3.5L V6 24V GDI SOHC,AZ,Dealer
793,793,2022,Honda,Accord Sport SE,New,"$41,866",4.5,5,5,5,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,KS,Dealer
794,794,2012,Honda,Accord Sport 1.5T,Used,"$16,990",4,5,5,5,5,5,Gasoline,3.5L V6 24V MPFI SOHC,KS,Dealer
795,795,2018,Honda,Odyssey Touring,Used,"$29,848",5,4.3,4.3,4.1,4.3,26011,Gasoline,3.5L V6 24V GDI SOHC,UT,Dealer
796,796,2022,Honda,Accord Sport 1.5T,New,"$40,740",4.5,5,5,5,5,30,Gasoline,3.5L V6 24V GDI SOHC,KS,Dealer
797,797,2022,Honda,Accord EX,New,"$51,845",4.7,4.5,4.4,4.8,4.8,81424,Gasoline,3.5L V6 24V GDI SOHC,NY,Dealer
798,798,2022,Honda,Passport TrailSport,New,"$44,205",4.4,5,4.9,5,5,10814,Gasoline,3.5L V6 24V GDI SOHC,ID,Dealer
799,799,2022,Honda,Accord Sport 1.5T,New,"$42,988",4.7,5,5,5,5,0,Gasoline,3.5L V6 24V GDI SOHC,KS,Dealer
800,800,2019,Honda,Ridgeline Black Edition,Used,"$30,200",5,4.8,4.7,4.4,4.7,51552,Gasoline,3.5L V6 24V GDI SOHC,ID,Dealer
801,801,2022,Honda,Passport Elite,New,"$29,790",4.2,4.9,4.8,4.6,4.8,27674,Gasoline,1.8L I4 16V MPFI SOHC,MA,Dealer
802,802,2017,Honda,CR-V Hybrid Sport,Used,"$25,375",4.4,5,4,4,5,â€“,Gasoline,3.5L V6 24V MPFI SOHC,MO,Dealer
803,803,2022,Honda,CR-V Hybrid Sport Touring,New,"$44,935",4.7,5,4,4,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,CO,Dealer
804,804,2022,Honda,Odyssey EX-L,New,"$43,693",4.7,4.8,4.6,4.3,4.6,46889,Gasoline,3.5L V6 24V GDI SOHC,OR,Dealer
805,805,2010,Honda,Accord Sport 1.5T,Used,"$9,500",4.7,5,5,5,5,4,Gasoline,3.5L V6 24V MPFI SOHC,TX,Dealer
806,806,2022,Honda,Civic EX-L,New,"$41,375",5,4.7,4.8,4.8,4.8,14450,Gasoline,Regular Unleaded V-6 3.5 L/212,ME,Dealer
807,807,2022,Honda,CR-V Hybrid Sport Touring,New,"$41,987",4.8,5,4,4,5,10,Gasoline,3.5L V6 24V GDI SOHC,WA,Dealer
808,808,2019,Honda,Accord Sport,Honda Certified,"$33,250",4.1,4.8,4.7,4.7,4.8,74906,Gasoline,V6 Cylinder Engine,TX,Dealer
809,809,2022,Honda,CR-Z LX,New,"$30,075",4.7,4.8,4.8,4.6,4.9,83540,Gasoline,1.5L I4 16V GDI DOHC Turbo,OR,Dealer
810,810,2019,Honda,HR-V Sport,Used,"$21,998",4.9,4,4,5,5,â€“,Gasoline,2.0L I4 16V MPFI DOHC,TX,Dealer
811,811,2022,Honda,CR-V EX-L,New,"$39,976",3.8,5,5,4,5,19,Gasoline,3.5L V6 24V GDI SOHC,WA,Dealer
812,812,2023,Honda,Pilot EX-L,New,"$46,290",4.2,5,5,5,5,0,Gasoline,Regular Unleaded V-6 3.5 L/212,IA,Dealer
813,813,2022,Honda,Passport TrailSport,New,"$29,575",5,5,4.9,5,5,11,Gasoline,1.5L I4 16V GDI DOHC Turbo,WA,Dealer
814,814,2019,Honda,CR-V Hybrid Sport Touring,Used,"$27,988",4.3,5,4,4,5,0,Gasoline,3.5L V6 24V GDI SOHC,MN,Dealer
